2018-05-29 16:21:09 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:28:27 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:28:31 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:07 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:08 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:08 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:08 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:08 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:08 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:08 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:09 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:09 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:09 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:10 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:10 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:10 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:10 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:10 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:10 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:12 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:12 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:12 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:12 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:12 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:12 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:13 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:13 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:13 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:13 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:14 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:31:26 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:32:47 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:32:47 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:32:47 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:32:48 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:32:48 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:32:48 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:32:48 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:32:48 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:32:48 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:33:00 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:34:05 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:34:07 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:34:10 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:36:44 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:36:46 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:36:46 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:36:46 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:36:46 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:36:46 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:38:10 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:38:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:38:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:38:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:38:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:38:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:38:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:23 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:24 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:24 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:24 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:26 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:26 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:26 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:27 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:27 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:31 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:31 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:32 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:39:41 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:41:11 Error: [Cake\Network\Exception\SocketException] Connection timed out
Request URL: /users/forgot-password
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users/forgot-password
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Mailer/Transport/SmtpTransport.php(207): Cake\Network\Socket->connect()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Mailer/Transport/SmtpTransport.php(162): Cake\Mailer\Transport\SmtpTransport->_connect()
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Mailer/Email.php(2170): Cake\Mailer\Transport\SmtpTransport->send(Object(Cake\Mailer\Email))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php(176): Cake\Mailer\Email->send()
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php(69): App\Controller\UsersController->__sendForgotPasswordEmail(Object(App\Model\Entity\User))
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(596): App\Controller\UsersController->forgotPassword()
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(120): Cake\Controller\Controller->invokeAction()
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 17:48:57 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:49:23 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:50:11 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:50:27 Error: [Cake\Network\Exception\SocketException] Connection timed out
Request URL: /users/forgot-password
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users/forgot-password
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Mailer/Transport/SmtpTransport.php(207): Cake\Network\Socket->connect()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Mailer/Transport/SmtpTransport.php(162): Cake\Mailer\Transport\SmtpTransport->_connect()
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Mailer/Email.php(2170): Cake\Mailer\Transport\SmtpTransport->send(Object(Cake\Mailer\Email))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php(176): Cake\Mailer\Email->send()
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php(69): App\Controller\UsersController->__sendForgotPasswordEmail(Object(App\Model\Entity\User))
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(596): App\Controller\UsersController->forgotPassword()
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(120): Cake\Controller\Controller->invokeAction()
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 17:51:21 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:51:28 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:51:37 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:51:43 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 17:51:57 Error: [Cake\Network\Exception\SocketException] Connection timed out
Request URL: /users/contact-us
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users/contact-us
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Mailer/Transport/SmtpTransport.php(207): Cake\Network\Socket->connect()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Mailer/Transport/SmtpTransport.php(162): Cake\Mailer\Transport\SmtpTransport->_connect()
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Mailer/Email.php(2170): Cake\Mailer\Transport\SmtpTransport->send(Object(Cake\Mailer\Email))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php(278): Cake\Mailer\Email->send('Hellooo ..')
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/src/Controller/UsersController.php(262): App\Controller\UsersController->__sendQueryEmail(Array)
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(596): App\Controller\UsersController->contactUs()
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(120): Cake\Controller\Controller->invokeAction()
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
